Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size
4929,4,84,6,40.3,7
4930,6,55,7,26.5,6
4931,8,67,3,40.5,5
4932,0,47,7,30.7,6
4933,3,50,3,62.4,2
4934,7,43,6,47.9,1
4935,4,78,4,65.4,8
4936,1,46,9,44.3,6
4937,5,65,7,21.9,4
4938,8,53,5,32.2,5
4939,2,45,9,54.9,6
4940,7,69,2,42.0,5
4941,2,48,6,34.2,8
4942,4,38,8,72.6,3
4943,1,74,9,30.6,6
4944,5,81,8,38.1,2
4945,2,47,9,58.2,3
4946,7,38,4,49.1,5
4947,5,76,4,38.1,4
4948,0,78,5,51.4,3
4949,0,60,4,33.3,5
4950,1,52,9,24.0,4
4951,4,45,4,23.4,7
4952,8,66,3,71.2,4
4953,3,77,7,47.6,7
4954,5,71,8,23.8,1
4955,4,51,9,15.9,3
4956,3,79,5,47.0,2
4957,2,63,1,48.4,5
4958,8,59,3,43.1,5
4959,1,77,6,21.1,6
4960,6,68,4,32.6,1
4961,0,87,9,53.1,6
4962,4,58,10,65.3,3
4963,2,88,1,32.1,8
4964,6,60,9,15.1,8
4965,8,85,9,35.3,2
4966,0,90,7,29.5,1
4967,5,70,6,48.5,6
4968,6,43,4,70.1,2
4969,6,90,5,22.0,1
4970,3,40,8,30.8,6
4971,0,44,1,26.5,4
4972,3,59,2,21.8,5
4973,5,47,1,57.2,2
4974,0,65,8,28.3,3
4975,6,40,9,40.3,6
4976,7,84,9,62.1,2
4977,1,60,8,43.9,8
4978,5,44,5,33.2,8
4979,1,82,9,43.6,8
4980,6,54,9,24.4,4
4981,8,60,10,71.7,4
4982,3,88,7,32.4,6
4983,7,86,3,29.6,5
4984,5,68,3,40.8,6
4985,7,46,6,63.1,7
4986,1,42,3,43.1,5
4987,0,88,5,50.4,7
4988,0,89,9,15.3,1
4989,1,59,6,29.9,1
4990,8,79,4,40.4,1
4991,0,79,6,58.9,5
4992,4,45,8,63.3,5
4993,2,63,10,20.4,3
4994,8,72,1,50.3,4
4995,6,57,5,18.7,3
4996,8,43,9,24.9,4
4997,4,69,1,51.2,6
4998,8,62,2,52.6,5
4999,3,74,8,68.4,6
5000,5,57,9,48.1,7
5001,7,69,8,19.8,7
5002,3,73,9,26.1,1
5003,6,88,7,50.0,5
5004,8,52,4,16.4,1
5005,1,39,8,56.1,7
5006,8,49,5,58.6,8
5007,2,38,9,42.8,6
5008,3,76,4,48.5,3
5009,3,69,5,41.3,6
5010,4,81,2,15.3,6
5011,6,73,8,19.2,4
5012,3,62,4,65.0,3
5013,3,76,4,15.9,1
5014,8,48,5,22.0,7
5015,7,39,1,46.4,5
5016,1,59,9,31.9,3
5017,6,57,3,68.2,3
5018,2,41,3,50.1,4
5019,8,67,6,44.2,6
5020,5,56,7,60.0,8
5021,3,70,2,63.8,7
5022,7,66,6,62.7,1
5023,8,75,9,32.3,1
5024,0,62,9,41.1,4
5025,4,57,9,23.3,8
5026,2,65,3,69.9,6
5027,1,74,4,29.2,4
5028,6,74,8,18.0,5
5029,4,70,7,60.4,1
5030,0,41,1,55.1,4
5031,0,70,6,45.5,7
5032,5,40,6,25.6,7
5033,6,75,3,49.5,7
5034,6,45,2,56.7,6
5035,4,60,9,56.9,8
5036,1,61,4,16.7,5
5037,6,76,3,35.0,4
5038,0,63,8,35.1,6
5039,0,78,2,16.8,2
5040,8,89,6,69.5,8
5041,2,58,2,23.6,7
5042,4,43,1,23.9,3
5043,2,89,2,55.2,3
5044,4,84,6,70.2,8
5045,7,70,6,48.7,8
5046,8,84,2,71.6,1
5047,6,57,10,58.5,5
5048,3,67,3,28.8,8
5049,2,68,2,66.8,7
5050,4,69,5,54.8,2
5051,7,60,10,21.3,4
5052,0,62,5,28.6,6
5053,7,87,1,18.6,5
5054,5,61,9,45.4,1
5055,5,73,1,48.7,2
5056,7,41,3,50.6,4
5057,8,78,1,27.8,8
5058,4,48,3,30.6,5
5059,6,79,3,47.3,8
5060,4,70,9,57.8,5
5061,1,62,7,34.2,1
5062,6,87,2,17.9,7
5063,6,66,6,50.0,4
5064,7,62,3,50.1,4
5065,5,63,2,43.1,6
5066,8,88,6,26.4,2
5067,3,66,2,32.5,6
5068,6,55,3,42.3,8
5069,6,51,8,19.1,3
5070,2,52,6,18.5,2
5071,7,64,7,42.0,7
5072,4,88,2,49.0,7
5073,5,59,9,41.8,4
5074,1,39,9,62.7,8
5075,4,42,5,69.4,7
5076,5,75,4,56.5,2
5077,2,40,5,63.8,3
5078,3,51,2,35.9,1
5079,4,80,9,18.3,2
5080,8,68,5,18.2,2
5081,7,52,4,53.4,4
5082,3,70,6,60.5,7
5083,5,67,5,54.3,4
5084,7,69,5,36.8,5
5085,5,72,4,46.4,7
5086,3,73,7,27.1,8
5087,8,65,1,50.2,4
5088,7,57,6,24.7,3
5089,5,50,10,43.1,4
5090,3,64,5,23.8,7
5091,4,38,4,22.7,8
5092,2,85,10,18.7,3
5093,4,62,9,34.1,4
5094,8,49,2,52.4,1
5095,0,59,9,64.9,1
5096,4,69,2,26.9,4
5097,6,89,9,72.7,2
5098,8,85,3,57.4,5
5099,0,48,10,55.0,1
5100,2,71,1,53.3,3
5101,2,62,4,16.9,7
5102,7,64,8,42.8,8
5103,3,71,1,19.0,7
5104,5,45,2,44.1,8
5105,0,50,10,58.2,3
5106,8,39,10,61.3,2
5107,6,89,2,66.4,5
5108,3,52,1,29.2,1
5109,6,44,3,69.7,5
5110,4,80,2,70.2,2
5111,7,57,4,24.1,6
5112,4,87,4,36.6,7
5113,5,90,1,66.1,6
5114,1,70,6,52.1,2
5115,6,55,2,54.8,8
5116,1,85,2,46.2,5
5117,8,89,2,20.7,5
5118,7,74,1,52.7,7
5119,8,88,6,17.7,8
5120,4,86,4,18.8,7
5121,1,51,3,65.7,3
5122,5,86,2,66.5,4
5123,6,80,2,18.1,1
5124,8,71,5,34.4,3
5125,0,57,7,70.1,4
5126,3,74,10,33.2,7
5127,8,79,2,43.2,5
5128,0,70,9,62.8,8
5129,7,84,6,49.4,8
5130,8,84,2,16.4,3
5131,5,90,7,55.3,1
5132,4,67,1,17.2,5
5133,0,64,2,45.3,6
5134,4,61,10,71.7,5
5135,5,88,3,23.8,7
5136,1,48,10,31.0,6
5137,6,60,9,33.4,8
5138,6,81,7,66.0,3
5139,5,46,10,16.7,6
5140,5,89,8,65.0,5
5141,1,67,8,38.6,5
5142,1,69,1,17.8,7
5143,5,66,4,20.3,1
5144,7,40,1,15.9,7
5145,4,82,4,33.2,4
5146,6,45,8,34.7,4
5147,2,61,2,43.2,1
5148,7,70,4,66.8,3
5149,4,46,5,66.6,4
5150,7,79,5,18.3,7
5151,1,43,6,39.8,7
5152,2,78,6,24.2,7
5153,7,71,1,55.4,2
5154,7,63,6,17.7,2
5155,3,87,7,55.5,5
5156,2,74,4,53.0,1
5157,8,79,3,71.4,6
5158,8,51,3,43.0,6
5159,6,55,7,43.7,2
5160,4,76,1,52.9,3
5161,6,49,3,51.7,7
5162,8,77,10,66.1,8
5163,4,44,4,42.9,2
5164,6,43,5,52.9,2
5165,5,42,6,61.2,6
5166,6,88,3,54.3,2
5167,3,90,6,36.8,2
5168,3,40,9,58.3,7
5169,4,42,7,58.1,5
5170,7,44,9,57.1,1
5171,5,71,5,50.8,4
5172,1,56,9,72.4,5
5173,2,41,10,46.0,8
5174,5,89,7,26.2,3
5175,8,61,8,23.9,3
5176,2,67,10,72.9,5
5177,1,55,1,31.5,6
5178,4,84,5,51.9,6
5179,7,61,10,20.0,3
5180,3,86,6,19.5,4
5181,3,75,2,67.8,1
5182,7,56,4,37.9,5
5183,2,69,7,59.6,6
5184,2,81,1,23.2,1
5185,8,38,9,44.9,6
5186,0,84,10,56.5,2
5187,5,82,6,47.7,8
5188,0,86,5,35.7,5
5189,7,79,3,58.7,7
5190,1,42,4,56.0,6
5191,2,55,1,17.5,7
5192,4,74,9,55.6,5
5193,0,83,4,64.0,1
5194,0,59,5,17.0,3
5195,7,55,10,61.3,2
5196,4,76,9,22.4,6
5197,8,61,7,50.0,4
5198,7,80,3,22.8,7
5199,5,77,3,47.3,8
5200,5,45,5,29.8,1
5201,3,73,6,58.0,7
5202,8,42,2,16.9,8
5203,0,87,7,43.8,6
5204,3,90,5,21.1,1
5205,0,82,8,20.8,8
5206,3,59,9,19.5,1
5207,1,53,7,23.3,5
5208,8,86,5,47.1,6
5209,8,58,3,53.8,1
5210,5,61,6,56.2,1
5211,3,64,4,69.4,5
5212,1,50,5,26.5,3
5213,4,75,1,32.3,3
5214,0,77,8,27.1,6
5215,4,41,6,65.4,4
5216,3,85,6,69.7,7
5217,2,83,9,59.9,4
5218,3,49,1,17.8,3
5219,6,47,2,62.9,8
5220,8,45,4,17.5,8
5221,7,73,7,70.5,3
5222,6,54,8,61.1,4
5223,2,52,4,62.9,5
5224,8,60,3,29.8,5
5225,2,55,7,32.3,2
5226,8,75,6,22.2,7
5227,1,56,8,45.8,6
5228,8,62,1,25.7,5
5229,3,67,9,68.9,3
5230,7,65,10,23.0,3
5231,7,62,9,65.0,4
5232,0,46,7,25.8,7
5233,4,38,1,69.3,8
5234,0,38,7,46.8,7
5235,1,49,7,18.5,5
5236,7,83,2,34.3,5
5237,0,86,10,56.9,1
5238,6,41,7,56.3,3
5239,4,82,8,63.9,4
5240,0,83,3,32.9,7
5241,1,73,7,42.2,3
5242,4,64,10,39.7,6
5243,7,60,8,70.1,3
5244,1,76,10,56.5,3
5245,6,84,4,46.7,8
5246,8,39,4,55.4,6
5247,7,88,2,54.3,3
5248,1,52,6,20.3,2
5249,8,84,5,51.1,8
5250,7,73,7,26.2,6
5251,1,57,8,55.0,2
5252,3,86,9,47.4,5
5253,6,52,8,45.1,2
5254,3,80,6,66.5,5
5255,7,66,7,46.7,1
5256,0,74,8,44.2,7
5257,4,67,8,52.6,1
5258,1,48,8,40.3,3
5259,1,61,4,67.5,8
5260,5,89,7,25.8,5
5261,1,79,2,48.7,1
5262,3,78,5,65.1,3
5263,4,52,2,34.1,3
5264,2,51,5,34.4,8
5265,4,46,1,57.6,6
5266,4,76,2,46.9,1
5267,7,56,9,63.0,1
5268,2,62,9,72.3,3
5269,8,41,3,16.1,3
5270,0,78,9,72.2,8
5271,5,42,8,21.1,3
5272,2,45,3,41.6,7
5273,2,56,4,57.0,4
5274,5,38,8,19.2,7
5275,5,48,8,36.9,6
5276,0,63,4,44.3,8
5277,8,77,9,26.5,2
5278,2,43,4,63.1,1
5279,1,82,7,65.9,5
5280,7,86,3,59.9,1
5281,1,51,10,45.6,5
5282,4,61,2,60.5,3
5283,6,77,7,20.5,1
5284,4,70,6,57.5,4
5285,6,60,8,40.7,3
5286,6,66,10,53.8,3
5287,4,76,8,61.0,2
5288,4,72,7,58.7,5
5289,0,83,3,64.8,7
5290,6,48,3,70.0,7
5291,4,78,6,32.0,3
5292,2,39,10,41.4,6
5293,1,88,4,62.2,3
5294,3,81,4,40.8,7
5295,1,66,9,39.5,5
5296,1,46,5,51.7,7
5297,3,38,8,27.6,7
5298,5,86,8,64.1,7
5299,2,44,7,67.9,3
5300,0,54,7,60.4,8
5301,2,75,3,53.9,1
5302,4,55,7,58.1,6
5303,5,60,2,26.4,3
5304,0,89,6,51.0,6
5305,0,68,4,48.4,1
5306,7,54,9,69.5,3
5307,4,56,4,16.2,3
5308,3,43,9,66.9,8
5309,6,72,8,70.5,4
5310,2,38,10,22.3,8
5311,5,84,7,16.1,5
5312,5,88,8,65.0,5
5313,2,74,7,54.4,5
5314,4,66,7,35.2,2
5315,5,65,4,21.9,4
5316,8,75,5,71.4,3
5317,6,38,8,35.0,3
5318,5,47,3,38.3,8
5319,7,61,7,19.4,8
5320,7,84,4,31.2,5
5321,3,48,5,26.5,8
5322,6,46,6,52.1,5
5323,8,75,5,43.3,1
5324,5,85,4,18.4,1
5325,4,49,10,27.0,2
5326,8,44,7,23.4,6
5327,3,69,8,69.4,3
5328,3,72,6,16.7,5
5329,3,45,10,44.1,3
5330,6,57,1,53.9,8
5331,4,90,2,48.5,8
5332,8,68,8,33.7,8
5333,4,42,10,27.0,6
5334,8,71,4,53.2,4
5335,0,59,1,67.4,4
5336,0,73,10,27.1,4
5337,5,62,3,53.7,5
5338,7,56,9,34.0,1
5339,8,71,2,48.7,1
5340,4,48,7,56.4,8
5341,4,59,6,15.3,4
5342,7,77,1,59.1,7
5343,8,63,10,40.0,8
5344,3,46,2,17.9,4
5345,2,73,7,48.6,6
5346,0,44,7,24.0,2
5347,7,43,6,28.5,5
5348,6,50,2,37.0,8
5349,4,83,8,47.3,1
5350,7,87,7,54.4,1
5351,0,79,3,30.4,1
5352,5,45,7,27.2,4
5353,1,77,2,23.1,5
5354,3,80,1,23.3,7
5355,1,82,7,44.1,3
5356,2,83,1,22.6,7
5357,0,71,8,54.5,1
5358,7,50,7,55.9,3
5359,3,90,1,33.5,8
5360,5,46,4,27.1,3
5361,0,71,10,60.6,2
5362,3,47,1,71.3,3
5363,7,51,9,42.6,5
5364,3,72,9,69.4,6
5365,8,58,4,44.7,8
5366,8,85,7,24.9,6
5367,7,90,10,41.3,2
5368,4,70,8,63.3,5
5369,3,86,5,71.4,8
5370,8,51,3,55.7,8
5371,4,62,4,59.0,3
5372,8,40,5,50.5,4
5373,5,79,7,26.5,8
5374,5,78,6,23.9,1
5375,2,88,5,69.5,6
5376,0,88,7,24.9,5
5377,4,45,9,24.9,1
5378,5,57,1,37.5,2
5379,3,59,8,47.2,1
5380,1,62,8,67.1,2
5381,1,89,7,32.5,7
5382,8,54,10,60.1,6
5383,3,38,3,46.7,1
5384,6,73,4,58.3,1
5385,3,63,10,19.0,8
5386,4,42,9,60.6,1
5387,8,65,5,17.0,6
5388,5,42,4,38.6,5
5389,0,43,6,50.8,7
5390,2,69,3,56.8,5
5391,4,58,2,31.6,8
5392,8,46,8,41.1,4
5393,5,73,9,55.7,6
5394,3,46,5,71.1,8
5395,5,50,2,68.4,4
5396,8,59,10,68.8,8
5397,1,71,5,43.4,5
5398,5,71,10,59.8,4
5399,0,68,6,47.6,2
5400,4,86,2,19.0,3
5401,0,39,8,64.1,3
5402,7,69,4,66.2,3
5403,3,55,9,56.7,8
5404,6,56,5,50.7,2
5405,6,56,10,53.7,1
5406,2,60,4,27.6,5
5407,0,73,7,63.8,2
5408,1,78,2,21.2,3
5409,6,69,8,44.2,2
5410,2,64,9,46.8,3
5411,5,55,6,63.0,3
5412,5,89,4,40.3,4
5413,2,39,8,46.7,4
5414,6,49,3,35.1,7
5415,1,66,5,32.1,3
5416,4,76,10,29.6,7
5417,3,46,3,27.9,7
5418,6,62,4,28.3,7
5419,1,71,2,58.6,2
5420,5,89,4,23.4,5
5421,3,63,7,54.8,7
5422,3,63,6,17.7,6
5423,1,41,9,44.6,5
5424,8,77,4,57.2,3
5425,7,89,6,72.8,1
5426,5,42,1,64.7,7
5427,4,46,4,34.6,1
5428,4,58,8,62.3,2
5429,3,47,10,32.4,7
5430,7,45,5,45.2,7
5431,3,57,6,70.7,5
5432,3,71,3,57.8,2
5433,5,58,6,69.2,8
5434,0,49,10,27.7,8
5435,4,77,4,53.9,3
5436,8,38,6,40.6,1
5437,5,61,3,62.7,3
5438,3,59,2,62.2,7
5439,1,71,7,29.8,5
5440,5,49,10,68.4,2
5441,7,69,4,56.8,4
5442,6,77,1,37.1,1
5443,3,89,8,60.6,3
5444,3,42,4,31.5,5
5445,8,65,9,21.2,5
5446,3,58,9,30.3,4
5447,5,58,6,52.7,3
5448,6,87,5,65.2,3
5449,3,90,5,34.2,1
5450,4,72,8,56.5,2
5451,0,57,1,61.4,2
5452,6,48,9,31.7,8
5453,0,59,8,34.1,4
5454,8,89,5,47.9,7
5455,7,54,5,72.5,6
5456,7,53,10,64.6,1
5457,0,55,9,37.6,4
5458,7,71,9,54.1,1
5459,2,64,8,43.2,7
5460,7,50,7,23.5,2
5461,0,40,6,17.3,6
5462,6,49,5,63.9,8
5463,2,67,9,46.8,5
5464,3,90,10,24.7,8
5465,5,86,3,54.7,6
5466,8,76,6,68.0,3
5467,0,55,6,36.2,2
5468,6,83,7,72.8,6
5469,6,88,4,27.2,6
5470,3,60,7,43.1,4
5471,6,85,1,58.8,4
5472,7,43,9,31.7,3
5473,2,88,9,23.4,3
5474,8,78,2,24.4,7
5475,5,64,4,28.9,2
5476,0,50,5,22.7,2
5477,1,58,9,71.6,1
5478,5,89,2,30.3,4
5479,8,55,5,44.7,7
5480,6,52,3,58.1,3
5481,2,89,5,54.9,3
5482,5,46,4,20.4,1
5483,7,83,10,34.4,2
5484,5,90,9,28.0,3
5485,0,74,2,69.0,4
5486,0,51,1,35.9,5
5487,7,46,10,27.7,2
5488,5,45,7,15.8,8
5489,2,53,8,51.8,3
5490,8,59,2,51.7,3
5491,1,83,6,28.3,8
5492,6,70,1,26.3,2
5493,7,65,3,42.2,7
5494,7,76,6,43.5,3
5495,8,57,10,29.8,7
5496,7,82,4,25.5,5
5497,5,61,2,16.0,7
5498,6,63,5,58.0,2
5499,1,86,2,17.1,8
5500,5,51,2,15.2,6
5501,0,70,4,26.2,1
5502,1,49,4,63.5,7
5503,0,56,9,72.1,6
5504,2,38,9,66.4,4
5505,6,80,10,54.0,2
5506,6,47,9,56.3,5
5507,4,86,5,29.8,4
5508,5,45,4,35.9,6
5509,5,74,4,64.7,7
5510,5,89,7,41.5,8
5511,7,71,3,18.0,6
5512,1,84,4,67.4,5
5513,0,46,5,23.3,6
5514,2,80,4,58.6,2
5515,7,90,8,47.8,5
5516,0,89,10,66.3,4
5517,5,43,3,47.3,3
5518,3,70,9,49.9,1
5519,6,65,6,58.5,8
5520,4,87,10,67.9,5
5521,5,53,1,58.7,2
5522,1,71,9,37.0,3
5523,0,49,5,50.4,6
5524,0,43,6,68.1,1
5525,0,62,3,24.9,7
5526,1,80,8,34.2,6
5527,8,66,2,32.0,5
5528,5,76,3,32.4,4
5529,7,58,5,54.6,7
5530,2,61,6,48.3,2
5531,4,71,6,31.9,6
5532,4,40,1,49.1,2
5533,8,73,7,57.7,4
5534,1,46,7,56.8,2
5535,7,39,5,25.4,8
5536,6,88,5,16.7,3
5537,7,89,10,30.1,8
5538,8,76,5,27.3,5
5539,5,69,8,50.0,4
5540,3,43,5,63.0,8
5541,7,70,4,18.4,7
5542,3,61,4,66.7,6
5543,6,74,2,70.8,5
5544,2,57,5,61.9,3
5545,7,43,7,25.9,7
5546,1,44,4,53.2,1
5547,3,82,3,35.5,3
5548,0,57,2,68.4,2
5549,1,49,9,64.8,8
5550,6,68,7,70.3,1
5551,8,42,2,68.7,8
5552,6,63,7,67.7,2
5553,4,73,3,28.1,2
5554,2,40,2,56.3,3
5555,0,84,9,24.8,2
5556,2,45,7,15.9,2
5557,2,67,9,44.1,7
5558,5,58,1,16.2,5
5559,2,48,4,37.1,1
5560,2,51,2,61.9,3
5561,7,57,6,41.9,2
5562,0,78,9,31.2,7
5563,0,63,6,31.4,3
5564,3,86,8,19.7,4
5565,1,39,2,63.3,6
5566,1,90,7,34.2,4
5567,4,62,9,57.6,3
5568,7,86,7,35.1,4
5569,4,72,8,50.3,1
5570,8,38,2,61.4,3
5571,5,88,10,66.2,7
5572,1,81,4,56.7,5
5573,0,45,2,29.7,4
5574,4,41,6,47.1,3
5575,5,40,9,53.0,6
5576,5,80,8,18.3,3
5577,5,49,7,56.7,6
5578,8,73,2,44.2,2
5579,2,72,9,51.5,3
5580,5,65,2,30.2,2
5581,2,44,1,37.0,6
5582,2,86,7,49.3,1
5583,0,72,5,65.5,5
5584,0,52,3,36.0,8
5585,2,61,1,35.1,1
5586,7,61,10,62.2,3
5587,6,65,7,20.5,8
5588,4,75,7,63.7,6
5589,2,49,2,52.4,3
5590,6,82,10,66.0,8
5591,5,50,1,50.3,1
5592,1,41,4,65.2,8
5593,1,88,5,68.2,7
5594,6,59,7,17.8,8
5595,5,72,4,29.9,8
5596,6,77,9,46.2,6
5597,1,82,8,31.9,7
5598,8,75,1,36.1,2
5599,5,59,8,57.6,3
5600,7,61,4,44.7,3
5601,3,49,1,53.3,5
5602,2,52,2,44.7,7
5603,1,73,9,72.2,3
5604,6,41,6,57.1,3
5605,5,42,9,61.9,6
5606,6,73,7,28.2,1
5607,4,75,2,69.3,2
5608,4,45,3,29.5,6
5609,4,71,1,31.3,4
5610,6,66,2,19.3,2
5611,6,56,6,38.7,4
5612,3,49,2,53.2,5
5613,5,73,3,37.8,3
5614,7,72,2,60.6,1
5615,0,87,6,23.0,5
5616,8,56,10,44.8,8
5617,7,86,10,45.4,8
5618,7,75,8,53.6,1
5619,0,52,6,40.7,5
5620,4,83,7,18.3,4
5621,5,78,1,42.7,5
5622,0,53,1,57.7,2
5623,1,74,7,41.7,6
5624,8,52,3,64.8,6
5625,1,55,8,39.4,7
5626,5,53,5,49.9,3
5627,5,79,2,50.4,3
5628,2,87,10,65.0,2
5629,5,61,9,59.5,3
5630,7,87,8,26.4,8
5631,8,44,7,50.5,1
5632,6,61,5,22.3,6
5633,0,80,2,15.4,1
5634,6,52,9,34.7,7
5635,1,55,8,35.2,1
5636,4,77,5,55.7,6
5637,2,60,9,66.6,1
5638,8,79,5,33.4,1
5639,7,68,8,39.8,6
5640,4,55,1,72.6,5
5641,7,59,5,65.7,2
5642,4,70,2,41.8,8
5643,5,81,9,32.9,1
5644,2,55,5,43.9,4
5645,8,55,4,38.2,5
5646,5,60,4,58.3,8
5647,8,72,7,42.9,3
5648,4,70,9,53.5,6
5649,6,57,4,43.9,7
5650,0,49,7,33.2,4
5651,5,69,2,21.3,3
5652,5,64,2,55.4,2
5653,7,81,2,40.2,2
5654,5,48,4,63.3,2
5655,0,52,7,34.6,6
5656,7,82,4,54.0,4
5657,3,49,4,33.8,2
5658,5,65,1,39.3,5
5659,8,46,5,33.4,8
5660,5,43,10,29.1,2
5661,1,90,3,32.9,1
5662,4,72,1,24.3,3
5663,0,41,9,56.6,3
5664,2,49,10,26.5,2
5665,4,74,5,40.4,8
5666,1,52,4,42.3,7
5667,0,53,10,38.6,5
5668,5,54,5,42.2,7
5669,3,76,10,41.6,3
5670,4,44,4,62.6,6
5671,5,55,8,67.2,7
5672,6,42,9,48.3,6
5673,4,85,10,24.2,8
5674,0,57,2,59.1,4
5675,1,54,4,36.4,8
5676,8,83,8,26.8,1
5677,8,48,6,21.9,1
5678,4,78,3,44.3,5
5679,6,58,2,19.1,4
5680,4,60,9,47.0,6
5681,3,75,6,20.1,7
5682,3,81,4,56.4,5
5683,2,68,3,26.0,2
5684,1,69,6,16.0,6
5685,6,86,6,62.4,2
5686,3,81,3,64.1,2
5687,6,57,8,44.2,3
5688,4,90,3,52.8,5
5689,8,80,10,21.0,2
5690,6,83,8,71.2,8
5691,8,48,4,41.5,4
5692,3,86,5,51.9,3
5693,4,78,4,27.5,6
5694,3,82,2,34.3,6
5695,2,42,6,53.8,5
5696,3,73,2,28.3,4
5697,2,39,5,46.6,7
5698,4,71,3,63.8,8
5699,8,49,7,57.5,2
5700,6,39,9,29.6,8
5701,8,83,1,57.0,1
5702,2,42,3,25.3,1
5703,2,65,9,72.2,3
5704,6,41,3,59.0,5
5705,1,73,4,69.3,8
5706,2,55,3,31.5,4
5707,2,90,7,53.1,6
5708,1,44,2,61.4,8
5709,6,79,7,32.3,3
5710,5,68,2,65.4,5
5711,0,71,10,39.1,1
5712,0,71,2,47.5,6
5713,8,57,6,71.4,1
5714,0,89,5,61.9,8
5715,3,84,8,35.6,8
5716,4,42,1,62.6,2
5717,3,55,6,69.6,5
5718,2,47,4,48.9,1
5719,4,70,7,18.7,6
5720,2,69,8,58.5,2
5721,4,79,5,58.8,5
5722,1,88,1,53.8,5
5723,7,41,10,28.9,6
5724,4,80,1,68.5,2
5725,6,63,1,30.2,7
5726,7,44,3,26.3,8
5727,7,51,3,59.4,7
5728,0,76,2,35.3,7
5729,3,38,5,33.1,2
5730,5,50,1,68.6,4
5731,4,65,9,53.2,1
5732,4,82,8,23.1,8
5733,4,42,3,60.0,8
5734,6,63,4,72.2,2
5735,3,55,6,57.6,5
5736,4,62,2,29.6,7
5737,3,56,2,57.2,7
5738,7,75,1,33.5,4
5739,7,51,1,49.7,6
5740,2,84,7,31.4,7
5741,4,84,8,60.1,4
5742,4,44,2,26.8,1
5743,5,75,3,19.1,6
5744,8,46,6,69.4,1
5745,5,82,4,72.6,8
5746,0,39,4,22.6,7
5747,2,76,4,59.0,3
5748,5,44,2,34.9,1
5749,0,84,10,49.4,5
5750,7,44,5,71.7,6
5751,8,68,2,61.9,6
5752,8,42,1,16.4,6
5753,7,75,3,25.8,8
5754,7,62,1,68.3,1
5755,5,78,8,53.1,4
5756,1,41,4,67.1,7
5757,2,48,10,51.3,5
5758,0,47,1,52.1,7
5759,5,55,2,44.6,1
5760,2,75,10,61.6,4
5761,2,86,4,20.9,1
5762,5,74,2,19.7,8
5763,3,72,9,36.6,1
5764,4,87,1,61.3,7
5765,5,48,9,70.9,2
5766,5,54,7,39.9,8
5767,6,47,10,53.8,1
5768,6,71,4,60.3,1
5769,7,50,5,69.3,2
5770,0,38,8,60.1,8
5771,1,56,2,52.9,1
5772,0,80,10,65.6,5
5773,7,76,8,23.2,3
5774,3,55,3,46.3,3
5775,7,69,7,42.1,3
5776,4,75,10,31.6,6
5777,1,51,2,37.6,8
5778,8,80,5,22.2,8
5779,8,45,6,37.2,5
5780,4,53,1,45.8,5
5781,3,77,5,66.1,1
5782,3,80,5,31.7,1
5783,5,69,2,64.7,8
5784,7,61,3,49.2,8
5785,8,47,2,69.8,1
5786,4,52,8,50.4,8
5787,8,87,3,72.9,3
5788,0,48,7,35.0,2
5789,3,72,3,71.0,1
5790,0,63,6,27.6,5
5791,2,62,9,45.0,5
5792,2,57,3,18.3,1
5793,8,39,6,42.6,4
5794,5,73,4,40.1,8
5795,8,51,4,71.4,4
5796,5,48,7,61.7,4
5797,5,73,8,27.1,4
5798,5,60,9,18.0,1
5799,7,74,7,60.5,2
5800,2,61,6,51.9,2
5801,3,74,4,16.3,5
5802,4,40,2,68.1,7
5803,2,79,7,47.6,6
5804,5,49,1,43.4,5
5805,2,83,4,43.0,6
5806,0,61,2,31.7,6
5807,6,43,3,53.7,4
5808,2,64,8,63.0,4
5809,7,44,4,55.2,3
5810,4,38,9,68.0,4
5811,8,78,7,34.1,8
5812,4,89,7,16.2,7
5813,0,62,5,46.6,1
5814,5,59,9,21.0,1
5815,1,57,9,27.4,6
5816,8,78,7,71.9,8
5817,1,57,6,22.5,1
5818,2,55,5,60.8,6
5819,6,89,2,53.1,5
5820,4,65,7,71.9,5
5821,1,52,8,71.4,5
5822,7,67,5,68.4,4
5823,4,67,9,37.8,6
5824,4,89,1,28.3,8
5825,2,67,9,36.2,6
5826,7,59,7,68.3,6
5827,4,52,7,18.1,8
5828,8,52,10,33.7,5
5829,5,50,4,42.1,8
5830,2,52,9,19.5,3
5831,4,43,8,43.6,7
5832,5,89,3,53.1,4
5833,1,49,4,28.4,8
5834,1,53,2,65.6,4
5835,8,69,9,34.9,3
5836,5,56,6,22.2,3
5837,3,81,4,29.2,7
5838,4,78,5,56.8,6
5839,8,39,3,69.3,8
5840,6,77,8,42.3,8
5841,5,67,3,35.4,5
5842,8,43,9,53.9,6
5843,4,78,1,58.1,7
5844,4,46,6,21.1,1
5845,0,41,8,48.5,8
5846,7,67,5,33.6,5
5847,0,73,7,60.2,2
5848,7,66,8,70.4,4
5849,6,64,2,35.6,2
5850,7,90,10,67.7,7
5851,5,38,3,18.3,5
5852,3,90,8,43.8,4
5853,5,89,3,33.1,4
5854,7,84,5,37.3,7
5855,6,86,2,48.2,6
5856,7,88,3,55.8,8
5857,5,57,10,67.2,6
5858,2,55,1,33.8,3
5859,2,55,8,54.5,4
